4205090,334320254333215
4196902,334251535905055
2599,18691700830495
2099750,17592189268255
133682,53876120097055
10802,52845294399775
2614,52776575971615
12585506,334251535897375
8399394,17660906582815
8391203,18691700822815
10488354,17592189260575
10748933,284842247000320
10756101,284842246877440
10625029,3367286944000
10747941,284773527393025
10485799,1099527426835
10493989,1168246911745
10616869,3298567459585
10617349,3298567467265
10488325,18691713478915
10487845,18691713471235
10486279,1099527434515
11010085,282574504268545
11010565,282574504276225
10748421,284773527400705
10487301,1168247042305
8391218,52776575963935
10616853,20890787057920
4196962,334251803283775
10850,17661173969215
2662,17592455541055
2674,52776843350335
8391266,17592455533375
5245474,334251803284255
1059362,17661173969695
1051174,17592455541535
1051186,52776843350815
11665413,3298835895040
12058629,282574772704000
11542533,1168515347200
11796485,284773795828480
11535365,1168515470080
11534853,1099795870465
4331792,546470214238225
11534405,1100332733200
5046402,4240816616964145
3015808,847792471736320
6818944,897270478209025
6825088,862223545077760
6816897,863185619845120
2884740,845593433804800
6816912,897270494986240
10616965,3298836025600
10748037,284773795959040
10494085,1168515477760
10485925,1099795993345
10486405,1099796001025
2786,17592991420735
10485957,1100332863760
1051298,17592991421215
7865472,862086642991360
918537,860986610483200
458763,860917890809905
917529,878510110474240
458777,878510110408720
393245,315560159088640
68134,299067163816255
1118530,299080852963825
11010061,284773795959040
10486797,3367538725120
10493965,3367538602240
10485805,3298819117825
10486285,3298819125505
8781849,315560159084800
2666,18692502982975
917577,860918427746320
393293,297968476360720
68146,334251551625535
5048328,4278200012177425
10485837,3299355988240
98634,282588178547185
1051178,18692502983455
1966089,860918427746560
1441805,297968476360960
8456738,299067163808575
393357,297968476426240
1311944,284846257799440
1049802,1172257833265
1057992,1309696790800
5767368,863120654532880
1050826,18695724269875
1310922,284777538191665
1179850,3302578258225
1310952,284777538192145
1179880,3302578258705
1180872,3371297866000
1050856,18695724270355
1049290,1103538229555
1573096,282578515067665
1049320,1103538230035
1573065,284777539371280
1048779,3302562529585
1049801,3371282137360
1114313,284777539240240
1048809,3302562530065
1048781,3302564630800
3408072,284777539371280
3145930,1103539405105
3277000,3302579437840
3211464,282578516115760
3145960,1103539405585
3145932,1103541506320
1179864,20894797857040
9438408,1172258882320
9437386,1103539274545
9699528,284777539240720
9961672,282578516116240
9568456,3302579307280
9502920,282578515985200
9437388,1103541375760
5047552,4240889362972720
11042,17665200501055
2854,17596482072895
2866,52780869882175
8391458,17596482065215
459074,847728045195505
74562,281548259602675
328003,847728029466865
66374,281479541174515
2687298,844429494780145
67922,334256115024115
4260178,897206068445425
8454498,281479541162995
1051426,17596749452095
1116706,299067431195455
70082,299080853029105
9503042,281480078033905
2688384,844498215043120
2622912,281548798492720
459017,860922185777200
196938,284778628645105
67914,300171774656755
65867,284778612916465
594242,862030269579505
1573320,282582810034480
1180104,3306873225520
1311176,284781833158960
1050056,1176552800560
1049064,1107833193265
1049033,3306857496880
3146184,1107834372400
9437640,1107834241840
5051392,4276073735061520
5050370,4276005015453745
5050369,4278204039757840
14882,52849572589855
6694,52780854161695
7147520,4276005016633360
5047304,4243084359696400
4724784,1108312032608515
4725776,1108380752216065
4725264,1108312032612355
4462609,1111610568474625
4200980,545362080182275
6821904,1108312033787905
8395298,52780854154015
12589104,545362080170755
5050432,4276005283889200
6754,52781121540415
4200530,545362347556915
360770,845537595097585
1055266,52781121540895
5249072,545362347557635
4725008,1108320622542865
11141125,284773544300800
11018245,282643223752960
5050496,4276005284020240
6820992,897274773176320
4724880,1108312301174785
5046282,4243015640088625
69962,300180364591345
4591625,913698743910400
592418,862017116246335
4462616,1111610835861505
397337,350748824043520
11075589,845524457689360
622914,844438083535345
4721186,897201488335135
4200752,545370669056275
4201232,545370669060115
4200784,545370937491505
15204357,863116643733760
4478992,1109420134109185
4364304,546470214238465
4233234,545370669056275
4233744,545370669060355
5062912,4240829233303600
12621840,545370670105345
76322,299135882244415
11043968,281548263719680
4298768,1108320622477585
332098,863129781141745
1053128,18708609171760
84514,299071457734975
90630,281547992264755
4221444,334324550397955
156165,3371569311745
2122276,73017716995
18994,52780869890335
27156,52849590464515
8413702,73017651475
10764293,284777822368000
10633221,3302862434560
11026437,282578799243520
10502181,1103822402305
10503173,1172542009600
19042,17596749459775
25158,73283989555
5050376,4278204307144720
1067554,17596749460255
1073700,73283990275
27141,18764715323395
25095,1172529278995
9462276,73286087425
25125,1172529279235
11550725,1104090837760
4462864,1109420134105105
3703936,281548798493440
2124292,17665203761155
2122246,73017716755
26244,210723139585
2647168,281685700587520
2122372,73286283265
8407586,17596482073375
10502277,1104090968320
8415748,17665203695875
409613,297972234465280
25101,3371820969985
330274,863116627808575
10502157,3303114092800
10813445,847723480813840
26372,219044507665
25380,81605488915
25349,1181119213585
2122500,81607651345
8413956,81607586065
10502405,1112412336400
25412,81873924145
4213282,334255829823775
1245384,284777554968880
1114344,282578514936625
14942213,865315666858240
4757520,1108320622543105
5066752,4276013605392400
1065416,1116423131440
2126340,17673793695745
4741136,1108320622546945
29204,52858180399105
8417796,17673793630465
4197154,334255829815615
10506245,18704598380800
2646532,281547994558465
30212,17811230552065
5308616,863120654401840
1116482,299072263029235
1114946,281480076988915
401421,298036658974720
393741,297967939497985
395289,350744529076225
2490393,315560159150080
8781865,297967939486465
1704136,284777555099920
1573066,282578515067185
393291,297968474259505
4260194,862021679579635
4260674,862021679583475
2490441,297968476422160
393305,315560693858320
8781897,297968476356880
458765,860917892911120
2555913,860917892972560
68034,299072263094515
66018,281480077050355
66498,281480077054195
2163138,281480078229745
1441833,297968474260225
8847369,860917892907280
3538953,297968476422400
1441817,315560693858560
4495376,1109420134105345
5308738,862022216450545
5179392,4278199760519185
5177346,4243015388430385
5048352,4276000720486675
5046306,4240816348397875
5048832,4276000720490515
5046786,4240816348401715
5048321,4278199744790545
5046275,4243015372701745
4589577,913694448943105
5046277,4243015374802960
7274496,4243015389610000
7145472,4276000721666065
7143426,4240816349577265
4587533,878510078955520
7143428,4240816351678480
6684681,878510079016960
5046290,4276000737263665
5046289,4278199761567760
7143440,4276000738443280
1507337,860918427681040
13434881,4243015374799120
12976137,878510078951680
15532032,4240816351674640
5177408,4243015656865840
5048384,4276000988921905
5046337,4243015641137200
4587593,878510613725200
592194,862021679644915
590178,844429493600755
590658,844429493604595
7143488,4240816618012720
393369,315560693923840
5046352,4276001005699120
8781961,297968476422400
43554,17665200501535
11810,17798344552735
35378,52780869882655
