9859,3517628547888
41731,216176299742331648
30723,56294136349443
33945,216173001207448368
66345,216176093587047168
9609,216173001207448368
527505,52995651797808
559377,216225777765581568
545297,56088028250883
610337,56087981064963
65850,216176093587047168
41498,216176299742331648
106538,216176299695145728
34442,216176286857429808
55306,216229063365231363
535058,56294186681088
600098,56294139495168
528002,56281301779248
559874,216229063415563008
534808,216225777765581568
527752,216225764880679728
545544,216228857257132803
31248,56294186680323
75424,3517631692848
107296,216176299745476608
96288,56294139494403
24192,56281301778483
56064,216229063415562243
